open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1704112200000,42680.63,42774.28,42646.95,42646.95,13.68749,1704113999999,584654.5298354,396,7.39412,315823.1746085,0
1704114000000,42643.43,42724.02,42606.38,42711.33,11.02754,1704115799999,470569.6286057,311,4.73344,201964.6549344,0
1704115800000,42711.34,42742.56,42666.78,42719.79,6.18465,1704117599999,264133.1999216,308,3.39116,144813.0365178,0
1704117600000,42714.07,42714.07,42579.36,42609.5,14.77705,1704119399999,629975.5928098,463,7.02272,299348.8603568,0
1704119400000,42617.56,42664.63,42595.68,42611.96,10.06608,1704121199999,429105.8421603,361,5.02766,214286.0094133,0
1704121200000,42611.16,42735.22,42591.0,42682.17,9.224,1704122999999,393402.4101285,426,2.46097,104959.4406159,0
1704123000000,42683.37,42843.57,42606.28,42776.49,20.8746,1704124799999,892348.4628826,500,9.59472,410130.1469605,0
1704124800000,42790.6,42855.21,42664.8,42718.55,18.60661,1704126599999,795876.1645258,515,8.9241,381668.246063,0
1704126600000,42718.6,42779.34,42701.94,42721.8,9.10152,1704128399999,389016.8914242,295,3.51696,150313.6462295,0
1704128400000,42727.85,42782.28,42724.24,42733.13,11.96273,1704130199999,511412.9218824,360,4.08648,174676.5429789,0
1704130200000,42737.56,42823.31,42706.15,42811.03,15.04769,1704131999999,643514.3109627,328,6.75294,288708.6262241,0
1704132000000,42811.03,43200.0,42811.03,43071.72,51.52226,1704133799999,2217925.2848686,1181,26.38574,1135721.5016471,0
1704133800000,43060.21,43188.38,43025.13,43113.92,25.49245,1704135599999,1099305.6979915,598,11.22419,483912.3250012,0
1704135600000,43115.49,43315.05,43107.35,43274.96,22.1256,1704137399999,955463.1466791,545,11.41145,492799.9191789,0
1704137400000,43265.55,43556.21,43246.95,43517.6,49.35626,1704139199999,2143829.5664411,1029,28.19817,1224932.4552432,0
1704139200000,43528.52,43757.18,43528.52,43699.45,41.73723,1704140999999,1821905.1124945,904,22.45598,980247.7032866,0
1704141000000,43703.84,43848.82,43643.92,43697.1,36.67117,1704142799999,1603740.3271719,773,20.5466,898430.2944046,0
1704142800000,43698.3,43796.17,43636.93,43658.03,25.18997,1704144599999,1101528.4954592,664,10.91241,477180.5364544,0
1704144600000,43650.97,43654.92,43490.8,43621.98,23.07841,1704146399999,1005391.5506854,528,9.08689,395795.2572355,0
1704146400000,43624.67,43665.61,43386.42,43479.87,21.52804,1704148199999,937050.5963726,483,10.28012,447461.2164584,0
1704148200000,43486.2,43541.18,43461.55,43539.44,5.4439,1704149999999,236805.7249567,278,2.80656,122062.3990909,0
1704150000000,43539.45,44034.08,43539.45,43987.55,30.54881,1704151799999,1337633.761735,880,16.20728,709865.3054866,0
1704151800000,43997.64,44199.99,43945.73,44185.08,29.8219,1704153599999,1314472.123856,922,14.01364,617901.4539823,0
1704153600000,44185.1,44867.11,44152.17,44622.59,86.28624,1704155399999,3842154.4457587,4853,34.74233,1545307.0096786,0
1704155400000,44627.48,45232.6,44574.57,45078.05,57.24312,1704157199999,2568006.0714851,2197,27.68785,1243153.912028,0
1704157200000,45091.94,45387.57,44855.39,44940.15,62.32697,1704158999999,2812992.4543872,2029,23.80799,1074730.7489936,0
1704159000000,44944.88,45033.28,44711.95,44879.27,31.58366,1704160799999,1416406.7563485,787,16.25466,728954.4181461,0
1704160800000,44881.52,45126.61,44881.52,45124.7,41.57345,1704162599999,1870254.7228495,1134,20.03624,901329.1804653,0
1704162600000,45124.7,45405.69,45098.79,45405.69,41.02575,1704164399999,1855676.1945111,1185,17.35548,785093.2139755,0
1704164400000,45405.68,45487.8,45161.58,45351.28,52.7267,1704166199999,2388179.3018721,1455,21.87849,990808.6916976,0
1704166200000,45351.27,45525.02,45347.5,45437.98,58.98892,1704167999999,2679176.3833887,1533,23.50706,1067607.0526535,0
1704168000000,45450.33,45499.77,45279.26,45397.92,42.91699,1704169799999,1947216.8039406,970,16.46637,746968.0046119,0
1704169800000,45392.94,45400.0,45208.66,45218.72,34.49388,1704171599999,1562099.3728202,780,14.32817,648753.9843611,0
1704171600000,45219.61,45358.5,45161.58,45299.99,23.92182,1704173399999,1083357.7734636,458,11.08426,501901.9708523,0
1704173400000,45293.86,45349.41,45172.47,45219.61,21.81116,1704175199999,987501.422867,534,9.69229,438748.4944869,0
1704175200000,45209.3,45313.87,45161.58,45281.46,18.70513,1704176999999,846156.6447848,438,8.55317,386838.022372,0
1704177000000,45281.47,45344.27,45204.97,45204.97,44.85891,1704178799999,2031761.5842698,1261,13.25766,600449.4888164,0
1704178800000,45204.96,45700.0,45204.96,45490.62,62.55092,1704180599999,2841697.2238853,1624,25.567,1161379.6386728,0
1704180600000,45497.6,45570.59,45328.23,45497.87,85.30538,1704182399999,3880693.9266655,2043,30.77867,1399799.3639532,0
1704182400000,45497.86,45887.0,45372.17,45791.83,65.07056,1704184199999,2971037.1847395,1658,33.41828,1525648.3992628,0
1704184200000,45786.16,45893.17,45623.95,45789.74,47.20501,1704185999999,2159435.4641124,938,20.95418,958558.542207,0
1704186000000,45808.44,45917.99,45700.0,45869.8,44.48504,1704187799999,2037775.8223226,1081,21.60506,989601.5008802,0
1704187800000,45864.17,45864.29,45663.76,45722.46,27.4323,1704189599999,1255175.9956379,739,13.10488,599592.2700045,0
1704189600000,45713.14,45748.57,45600.01,45689.08,35.15757,1704191399999,1605874.5641456,894,17.29487,789856.1970532,0
1704191400000,45689.08,45692.63,45475.6,45612.78,39.71755,1704193199999,1810010.2587193,812,19.80296,902278.4553298,0
1704193200000,45619.02,45734.32,45526.0,45526.0,31.35812,1704194999999,1430687.6609709,594,14.91621,680390.1166746,0
1704195000000,45526.04,45584.66,45235.13,45467.75,55.79797,1704196799999,2533284.7976333,1405,23.94454,1086871.8130058,0
1704196800000,45467.75,45524.7,45358.53,45487.15,35.4222,1704198599999,1609474.2089898,1032,15.41727,700349.8830709,0
1704198600000,45497.99,45630.25,45312.5,45342.88,45.44712,1704200399999,2066949.0904821,1128,21.87992,994951.8074189,0
1704200400000,45338.39,45597.19,45304.89,45564.72,34.35557,1704202199999,1562497.2829986,1068,11.86836,539293.9806659,0
1704202200000,45564.72,45735.39,45559.86,45680.45,40.13313,1704203999999,1832956.5502449,1065,19.13317,873764.411212,0
1704204000000,45685.34,45849.99,45600.01,45676.76,16.17596,1704205799999,740132.2884642,556,7.55406,345543.1367993,0
1704205800000,45686.18,45723.81,45064.79,45307.73,63.59449,1704207599999,2882657.3287174,1816,28.70784,1300566.9050887,0
1704207600000,45301.88,45361.35,44880.38,45046.03,92.88869,1704209399999,4193153.7557342,2071,41.11887,1856019.2759291,0
1704209400000,45046.03,45340.48,44928.86,45223.61,52.44473,1704211199999,2371222.1180683,1208,24.04438,1087200.1010199,0
1704211200000,45223.61,45312.97,44922.57,45211.52,51.68707,1704212999999,2332237.1880111,1086,25.22837,1138149.2534172,0
1704213000000,45203.72,45430.85,45106.42,45376.11,37.597,1704214799999,1702763.5478169,761,17.52103,793612.544465,0
1704214800000,45382.34,45413.31,45177.13,45245.35,17.09309,1704216599999,774865.3176222,499,8.77262,397783.4199521,0
1704216600000,45229.09,45229.09,44978.01,44978.09,37.82836,1704218399999,1704619.1378866,741,18.82919,848232.0305579,0
