1726617600000,60326.00000000,60349.96000000,60006.60000000,60100.00000000,47.71048000,1726619399999,2870244.73748150,1550,22.91099000,1378131.30275620,0
1726619400000,60084.01000000,60295.74000000,59889.97000000,60253.32000000,60.69055000,1726621199999,3647658.60025580,2144,31.72861000,1906987.14751360,0
1726621200000,60244.68000000,60340.00000000,60000.80000000,60246.00000000,36.23322000,1726622999999,2180180.77938460,1493,20.52504000,1235009.12818260,0
1726623000000,60246.00000000,60298.00000000,60058.01000000,60128.00000000,35.15486000,1726624799999,2114934.25538810,2188,18.14669000,1091657.06822860,0
1726624800000,60128.00000000,60260.00000000,60085.10000000,60188.97000000,30.26012000,1726626599999,1820738.06219350,2351,17.42118000,1048142.35859330,0
1726626600000,60188.97000000,60375.00000000,60160.01000000,60360.00000000,33.27219000,1726628399999,2004882.07924510,1692,18.97348000,1143231.33933170,0
1726628400000,60366.77000000,60689.77000000,60355.03000000,60627.23000000,85.33201000,1726630199999,5166575.42842150,7156,47.15648000,2854836.96828520,0
1726630200000,60627.22000000,60779.00000000,60511.89000000,60516.88000000,37.53165000,1726631999999,2275459.45916130,1597,20.82248000,1262441.77477230,0
1726632000000,60516.88000000,60699.99000000,60482.01000000,60641.98000000,31.82054000,1726633799999,1927416.51669890,1886,15.80913000,957415.38612210,0
1726633800000,60641.99000000,60652.00000000,60321.22000000,60439.99000000,41.10191000,1726635599999,2485235.58304550,2042,17.91814000,1083242.90004300,0
1726635600000,60439.99000000,60439.99000000,60284.65000000,60362.00000000,22.33730000,1726637399999,1347916.42003460,1640,10.15531000,612775.67690310,0
1726637400000,60361.99000000,60366.69000000,60206.01000000,60246.01000000,25.45929000,1726639199999,1534840.89307180,1374,11.99482000,723079.83800440,0
1726639200000,60246.01000000,60375.99000000,60208.00000000,60308.88000000,28.16285000,1726640999999,1698272.86378970,1428,14.18207000,855226.04762030,0
1726641000000,60308.89000000,60494.84000000,60282.17000000,60463.08000000,26.81219000,1726642799999,1619129.62724020,1582,14.61148000,882322.55637240,0
1726642800000,60463.09000000,60550.00000000,60340.01000000,60424.01000000,22.27065000,1726644599999,1346429.81786800,1401,12.15037000,734616.87004140,0
1726644600000,60424.01000000,60502.00000000,60396.49000000,60437.57000000,28.48138000,1726646399999,1721847.89966480,1641,13.82442000,835717.31978420,0
1726646400000,60437.56000000,60437.56000000,60100.00000000,60181.17000000,59.23562000,1726648199999,3568734.38403990,3595,24.97503000,1504630.00389690,0
1726648200000,60176.61000000,60230.12000000,60096.20000000,60207.99000000,26.80877000,1726649999999,1613068.40854820,1385,12.83256000,772081.93205860,0
1726650000000,60207.98000000,60207.98000000,59920.00000000,59960.35000000,68.05419000,1726651799999,4086192.52732270,5421,26.90713000,1615167.51426910,0
1726651800000,59964.94000000,59983.99000000,59666.00000000,59666.00000000,52.26364000,1726653599999,3127062.94299710,4498,21.71276000,1299102.78812220,0
1726653600000,59666.01000000,59809.15000000,59282.02000000,59683.99000000,161.30107000,1726655399999,9610560.59237590,11530,62.50107000,3724382.63865980,0
1726655400000,59683.99000000,60028.00000000,59653.89000000,59911.99000000,116.83154000,1726657199999,6992564.75644060,13226,58.53504000,3504495.11864580,0
1726657200000,59911.99000000,59996.41000000,59838.01000000,59990.78000000,16.91768000,1726658999999,1013667.25569710,2538,9.45854000,566672.85877700,0
